	Label	prob_0	prob_1	title	desc
1305	0	0.4597321204822231	0.5402678795177881	deliveri|manag|งานธนาคาร|งานการเงิน|งานธนาคาร	deliveri|manag|techno|function|key|manag|project|a|structur|profession|manner|scrum|methodolog|scrum|master|co-ordinate|plan|scrum|ceremoni|agil|process|support|product|owner|refin|groom|product|backlog|a|level|accept|estim|level|effort|deliv|manag|project|initi|includ|identifi|contractu|oblig|client|goal|exist|situat|contact|access|exist|inform|.|analyz|requir|defin|effici|solut|coordin|fixer|issu|ensur|team|deliv|minim|blocker|drive|continu|improv|innov|platform|applic|develop|process|track|team|progress|backlog|track|burndown|metric|veloc|.|conduct|project|closur|formal|communic|project|accept|handov|document|ongo|account|team|complet|a|post-implementation|review|identifi|area|improv|.|effect|communic|organ|key|requir|interperson|stakehold|manag|skill|product|owner|stakehold|senior|manag|.|proven|track-record|success|project|deliveri|larg|complex|project|develop|process|customer-facing|applic|technic|project|team|technic|consult|develop|architect|knowhow|qualiti|manag|applic|qualiti|principl|project|code|product|qualiti|manag|comfort|latest|project|manag|tool|jira|confluenc|skill|negoti|techniqu|reach|agreement|widely-|differ|viewpoint|analysi|problem-solving|team|conflict|manag|manag|skill|set|clear|expect|manag|team|perform|build|moral|team|member|a|word|uscapco|a|global|consult|dedic|sole|financi|servic|offic|asia|north|america|europ|.|swiss|armi|knife|financi|servic|help|client|deliv|project|area|includ|-|Banking-|capit|Markets-|financ|risk|Compliance-|Insurance-|Payments-|wealth|invest|Management-|digitala|financi|institut|hit|wave|regul|cost|pressur|rise|non-traditional|competitor|client|simplifi|complex|remain|.|deep|financi|servic|expertis|combin|nimbl|entrepreneuri|valu|a|start-up|execut|a|Multi-National|.|hands-on|consult|expertis|strategi|.|creat|target|oper|model|reduc|cost|design|digit|interfac|reengin|process|manag|risk|regulatori|complianc|short|form|financ|.|capco|asia|pacif|oper|locat|hong|kong|asia|headquart|singapor|kuala|lumpur|offic|conveni|locat|central|busi|district|.|peopl|collabor|client|tackl|press|issu|face|asia|s|financi|servic|ve|stabli|grown|peopl|apac|a|result|.|continu|grow|practic|look-out|peopl|motiv|drive|financi|transform|a|passion|client|servic|.|sound|a|chat|s|a|differ|.
1121	0	0.11360733912358523	0.8863926608764122	sale|execut|electron|part|งานขาย|งานบริการลูกค้า|งานพัฒนาธุรกิจ|งานพัฒนาธุรกิจ|งานวิศวกรรม|งานวิศวกรไฟฟ้า|งานวิศวกรอิเล็กทรอนิกส์|งานขาย|งานบริการลูกค้า|งานพัฒนาธุรกิจ|งาน|sale|engin	thb|semiconductor|electron|devic|air|condition|hour|Mo-Fri|am-5|pm|lunch|break|1h|refer|number|expand|busi|sale|type|air|condit|build|air|condit|room|air|condit|find|client|maintain|relationship|exist|custom|care|exist|account|communic|general|contractor|general|contractor|interior|design|compani|explain|technic|term|air|condition|custom|negoti|term|sale|process|coordin|report|japanes|manag|inventori|control|manag|nation|femal|bachelor|degre|field|sale|air|condition|brand|air|condit|a|addit|construct|mainten|japanes|languag|skill|a|huge|english|languag|skill|comput|skill|microsoft|offic|aggress|enthusiast|sale|driven|person|communic|negoti|present|skill|teamwork|orient|send|word|format|english|photo|siam|m|m|recruit|.|Sino-Thai|tower|7th|floor|road|asok|klongtoey|nua|tel|+66
751	1	0.8054752465396979	0.19452475346029863	เจ้า	.|-|.|การศึกษาปริญญาตรี|อาชีวอนามัย|ความปลอดภัย|.|มี|ความปลอดภัย|อาชีวอนามัย|สภาพแวดล้อมมา|.|เรื่องกฎหมายความปลอดภัย|.|ใช้คอมพิวเตอร์|ดี|.|เป็นวิทยาก|รม|มี|ควบคุมดูแล|ส่งเสริม|สนับสนุน|ตรวจสอบกิจกรรม|ความปลอดภัย|อาชีวอนามัย|สภาพแวดล้อม|กฎหมาย|ของ|ฯ|-|วิเคราะห์งาน|ชี้บ่งอันตราย|รวมทั้งกำหนดมาตรฐานการป้องกัน|ขั้นตอน|อย่างปลอดภัยเสนอต่อนายจ้าง|-|ประเมินความเสี่ยง|ความปลอดภัย|-|แนะนำ|ฝึกสอน|อบรมลูกจ้าง|การ|งานปลอดจากเหตุอันจะทำ|เกิดความไม่ปลอดภัย
548	1	0.5561392417556236	0.4438607582443828	safeti|offic	-|การศึกษา|ปริญญาตรี|.|25-|.|ปริญญาโท|ปริญญาตรี|อาชีวอนามัย|ความปลอดภัย|วิศวกรรมศาสตร์|มีใบประกาศนียบัตรจป|.|วิชาชีพ|.|มี|1-2|.|สูง|ประสานงาน|ดี|.|ภาวะกดดัน|แก้ปัญหาเฉพาะหน้า|ดี|.|สื่อสารภาษาอังกฤษ|มี|คอมพิวเตอร์|ดี|.|ขับรถยนต์|ตัว|ส่ง|โดยตรง|ที่|คุณกัลยรัตน์|.|จัดทำ|ควบคุมระบบความปลอดภัย|สิ่งแวดล้อม|สุขภาพ|ข้อกำหนดทางกฎหมาย|ข้อกำหนด|ของ|มาตรฐานของรัฐบาลไทย|.|สื่อสารเกี่ยว|อุบัติเหตุที่ลงทะเบียน|ส่งเสริม|ความปลอดภัยความปลอดภัย|สิ่งแวดล้อม|เป็นตัวแทนของ|ประสานงาน|กิจการ|กัน|.|เป็นตัวแทนการเปลี่ยนแปลง|ปรับปรุง|จัดการโครงการ|สุขภาพ|ความปลอดภัย|สิ่งแวดล้อมของ|การ|คำแนะนำที่มี|hse|ที่|กันโดยรวม|she|ปัจจุบัน|ความ|ของ|.|ติดต่อประสานงาน|สื่อมวลชน|องค์กร|การประชาสัมพันธ์|.|ประสาน|การจัดทำรายงานการวิเคราะห์ผลกระทบสิ่งแวดล้อม|eia|ของโครงการ|.|ลงพื้นที่ติด|ตรวจสอบ|จัดเก็บข้อมูล|สิ่งแวดล้อม|.|ที่
207	0	0.3281461187691432	0.6718538812308602	consult|director|consult|director	bachelor|s|degre|higher|busi|administr|field|direct|consult|firm|learn|self-|growth|enjoy|face|challeng|busi|level|english|written|spokeninterest|updat|english|photo|click|.|jac|personnel|recruit|Thailand10F|emporium|tower|soi|road|klongton|klongtoey|10110Tel|ms|.|chinnapa|client|intern|consult|firm|experienc|join|a|consult|director|level|.|consult|directorbusi|consult|firmsalari|-|baht|negoti|bts|areajob|sourc|consult|project|invest|deal|leverag|network|manag|client|exist|project|seek|possibl|expand|project|scope|qualiti|team|s|deliver|meet|exceed|client|expect|effect|team|member|contribut|team|s|capabl|growth|proactiv|train|mentor|team|member
650	0	0.47999161982693456	0.5200083801730626	หัวหน้า|อบ	.|จบปริญญาตรี|วิศวกรรมสิ่งทอ|เครื่องแต่งกาย|เครื่องนุ่งห่ม|.|ใช้|คอมฯ|จะ|.|วิเคราะห์|ประมวลผลข้อมูล|เตรียมความ|นำมาวาง|.|ตรวจสอบ|ควบคุมกระบวนการผลิต|ผลิต|อย่างต่อเนื่อง|มีประสิทธฺภาพ|ที่|การ|.|พัฒนา|ปรับปรุงวิธีการทำงาของ|มีประิสิทธิภาพ|อย่างต่อ|เนื่อง|ทั้งลดต้นทุนการผลิต|.|ประสานงาน
233	0	0.16295592981212698	0.8370440701878752	project|coordin|project|coordin	comput|skill|window|excel|powerpoint|.|-|motiv|person|.|Self-confidence|good|team|communic|skill|.|orient|servic|mindset|.|support|sale|team|.|pressur|prepar|extend|hour|.|0-3|field|custom|servic|supporteduc|bachelor|s|degre|busi|it|field|support|support|team|build|a|maintain|a|posit|extern|intern|custom|.|prepar|present|agreement|request|.|update-to-date|support|document|.|updat|activ|status|report|sale|support|area|.|perform|rang|administr|duti|support|task|.
189	0	0.24943740722158525	0.7505625927784135	busi|develop|franchis|manag|manag|busi|develop|franchis|manag|manag	franchis|oper|manag|retail|busi|cosmet|beauti|busi|command|english|client|manag|skill|solid|busi|acumen|franchise|obtain|oper|busi|excel|sop|train|communic|implement|standard|polici|contract|franchise|aggress|follow-up|sub-standard|frm|store|visit|hold|franchise|ultim|maintain|nodu|standard|think|plan|effort|reduc|number|store|close|partner|merchandis|director|store|growth|develop|goal|achiev|assist|franchise|analyz|busi|area|improv|op|approv|franchise|enter|system|exist|franchise|purchas|addit|unit|util|review|process|respect|oper|interpret|uphold|enforc|standard|polici|contract|manag|franchis|applic|default|termin|process|frms|manag|collect|process|financ|team|financi|entitiesenforc|franchis|contractensur|formal|inform|train|educ|develop|a|regular|basi|franchise|train|oper|busi|contractu|issu|provid|op|tool|conduct|franchise|train|individu|group|set|franchise|s|complet|util|current|train|materi|approv|partner|develop|target|train|zoneensur|market|Co-op|meet|effect|market|op|serv|primari|oper|support|understand|drive|franchis|market|plan|initi|partner|market|team|lead|franchise|conclus|util|field|agenc|expertis|drive|sale|profit|organ|serv|communic|liaison|franchise|support|develop|customer-focused|cultur|handl|difficult|franchise|issu|escal|coordin|oper|train|resourc|flawless|execut|product|roll-outs|maintain|consist|direct|communic|larger|franchise|share|practic|franchise|storesbusi|DevelopmentLeadership1|.|display|custom|attitude2|.|plan|identifi|communic|align|respect|department3|.|manag|integr|honesti|knowledg|promot|cultur|values4|.|engag|manag|idea|initi|busi|challengesplan|Execution1|.|strateg|oper|plan|group|manag|execut|measur|results2|.|monitor|market|condit|relat|competitor|prevail|rental3|.|plan|conduct|regular|visit|sites4|.|develop|action|plan|goalsbusi|Requirements1|.|regular|util|manag|inform|tool|analyz|financi|reports2|.|analyz|track|key|financi|oper|data|deriv|meaning|busi|insights3|.|present|financi|site|updat|regular|basis4|.|budget|plan|feasibl|analysi|rental|negoti|renew|exist|outlet5|.|store|sale|feasibility6|.|maintain|strong|landlords7|.|open|store
1732	1	0.8979961295960036	0.10200387040400617	sale|engin|japanes|speak|งานขาย|งานบริการลูกค้า|งานพัฒนาธุรกิจ|งานพัฒนาธุรกิจ|งานขาย|งานบริการลูกค้า|งานพัฒนาธุรกิจ|งานขายปลีก|งานขาย|งานบริการลูกค้า|งานพัฒนาธุรกิจ|งาน|sale|engin	bachelor|master|engin|field|electron|semiconductor|communic|skill|japanes|analyt|mind|precis|method|dynam|team-player|pro-active|resourc|custom|servic|orient|travel|oversea|promot|product|sale|semiconductor|product|includ|mcu|asic|assp|flash|custom|distributor|gather|market|inform|updat|price|competitor|s|product|demand|trend|custom|s|entri|current|custom|s|situat|.|demand|forecast|coordin|intern|prompt|deliveri|general|good|servic|custom|assist|handl|reject|complaint|mediat|custom|market|depart|.|assist|payment|collect|assist|promot|exhibit|seminar|sourc|busi|.|candid|profil|button|.|discuss|human|resourc|depart|recruit|tel|.|#|fujitsu|thailand|co|.|ltd|.|exchang|tower|22th-23rd|fl|road|kwaeng|klongtoey|khet|klongtoey|websit|fujitsu|homepag|http|.|fujitsu|.
861	1	0.6084284954330959	0.391571504566914	เจ้า|ตรวจสอบ|งาน|-|กระจก|อัตรา|เจ้า|ตรวจสอบ|งาน	.|.|การศึกษา|ปวส|.|-|ป|.|ตรี|เกี่ยว|งานตัด|ประกอบ|ติดตั้ง|จะ|รับ|.|งาน|-|ใช้คอมพิวเตอร์|โปรแกรมเบื้องต้น|.|สูง|ความ|คอบ|งาน|ดี|.|มีวินัย|ไม่เกียจคร้าน|.|มี|การตรวจงานหน้าไซต์|คุมลูก|แรงงาน|.|ใฝ่รู้|กล้าออก|เห็นอันเป็นประโยชน์ต่อ|.|แก้ไขปัญหาเฉพาะหน้างาน|ดี|.|รัก|ต่อองค์กร|เห็นประโยชน์ขององค์กรเป็นสำคัญ|.|สำรวจความ|หน้างาน|.|วัดขนาดช่องปูนที่หน้างานจริง|.|จัดทำรายงานส่ง|ฝ่าย|.|ประเมินการติดตั้งหน้างานว่าแล้วเสร็จเรียบร้อย|ส่งมอบ|กำหนด|.|แก้ไขปัญหา|ตัดสินใจ|ณ|หน้างาน|.|งานวิศวกร|สถาปนิค|เขียนแบบ|จะ|รับ|.|จัดวางระบบการควบคุม|.|ตรวจสอบ|.|ควบคุม|.|วิเคราะห์เหตุของปัญหา|.|ติดต่อ|ประสานงาน|ฝ่ายผลิต
457	1	0.578610760520107	0.421389239479895	เจ้า|สารสนเทศ|วิภาวดี	-|การศึกษา|ปริญญาตรี|รับนักศึกษาจบใหม่|-|ปริญญาตรี|คอมพิวเตอร์|-|การวิเคราะห์|แก้ปัญหาอาการเสียของเครื่องคอมพิวเตอร์|อุปกรณ์ต่อพ่วง|-|ความ|โปรแกรม|microsoft|offic|ms|sql|Server-|การวิเคราะห์ข้อมูล|ประมวลผล|-|การวิเคราะห์ปัญหา|สรุปเหตุผล|เสนอทางเลือก|การแก้ไขปัญหา|-|เรียนรู้เทคโนโลยีใหม่|-|มี|ติดต่อประสานงาน|ดี|-|ติดตั้ง|อบรม|ดูแล|คำปรึกษาแนะนำ|แอพพลิเคชั่นต่าง|สำหรับคู่ค้า|-|จัดทำรายงาน|คำร้องขอนำเสนอ|-|ดูแล|ตรวจสอบ|การสำรองข้อมูล|จัดเก็บเทป|การสำรองระบบข้อมูล|ระบบคอมพิวเตอร์ของ|ฯ|-|กรณีโปรแกรม|ข้อมูล|เครือข่ายการติดต่อสื่อสาร|อุปกรณ์คอมพิวเตอร์มีปัญหา|แก้ไข|ดำเนินการ|-|ติดตั้ง|comput|desktop|notebook|up|printer|dot|matrix|ghost|เครื่อง|pc|กรณีที่|window|เสียหาย|ลงใหม่|-|ตรวจสอบเลขที่ทรัพย์สินคอมพิวเตอร์|ระบบ|ผู้ค|ครองปัจจุบัน|-|แจ้ง|ติด|งานซ่อมเครื่องมัลติฟังก์ชั่น|อุปกรณ์คอมพิวเตอร์|สารสนเทศ|ผู้|บริการ|เช่น|sharp|ricoh|-|แนะนำ|เครื่องมัลติฟังก์ชั่น|เครื่องมือเกี่ยว|โสตทัศนูปกรณ์
128	1	0.5270739259582368	0.4729260740417614	วิศวกรพัฒนาธุรกิจ	การศึกษา|ปริญญาตรี|.|เข้าใจ|ธุรกิจไฟฟ้า|จะ|.|สื่อสารภาษาอังกฤษ|ดี|.|จัดทำ|feasibl|studi|ของโครงการ|ธุรกิจของ|.|มีส่วนร่วม|การวางแผน|พัฒนากลยุทธ์|ธุรกิจใหม่ของ|.|ติด|สภาพแวดล้อม|ธุรกิจของ|ฯ
321	0	0.06206275851859021	0.9379372414814129	busi|analyst|project|manag|-|zone|bts|ari|busi|analyst|project|manag|-|zone|bts|ari	28-40|.|bachelor|s|degre|higher|it|mis|comput|scienc|telecommun|a|field|.|busi|analyst|project|manag|.|knowledg|technolog|busi|it|project|manag|.|interperson|consult|skill|strong|analyt|problem|solv|skill|.|knowledg|E-Business|E-Banking|E-Money|.|lead|manag|project|team|execut|project|plan|complet|object|.|close|busi|user|project|meet|busi|.|develop|team|deliv|qualiti|softwar|applic|budget|schedul|.|identifi|manag|project|risk|.
1079	0	0.3584383259880853	0.6415616740119132	sale|supervisor	nation|manageri|skill|coach|beauti|advisor|communic|leadership|organiz|skill|school|diploma|retail|cosmet|-Manage|target|achievement-Order|counter|stock|management-Recruit|beauti|advisor|team|focus|strong|sale|compet|perform|wel-Allocating|area|beauti|advisor|-Supporting|consult|beauti|advisor|perform|standard-Formulate|strategi|action|plan|maxim|sale|beauti|advisor
150	0	0.4037495542291959	0.5962504457708011	ช่างพิมพ์|inkjet	-|การศึกษา|ปวช|.|-|ปริญญาโท|-|ละเอียด|คอบ|-|ต่อสภาวะกดดัน|เร่งรีบ|-|ทำคอมพิวเตอร์โปรแกรม|งานพิมพ์|-|เกี่ยว|สิ่งพิมพ์ทั่วไป|งาน|inkjet|มีจะ
886	0	0.11266835135790068	0.8873316486420868	project|manag|project|manag	.|.|ปริญญาตรี|วิศวกรรมโยธา|ครุศาสตร์อุตสาหกรรม|-|โยธา|บริหารงานก่อสร้าง|สถาปัตยกรรมหลัก|เทคโนโลยีสถาปัตยกรรม|วิศวกรรม|.|มีใบอนุญาตประกอบวิชาชีพวิศวกรรม|จะ|รับ|.|การก่อสร้าง|.|การบริหารงาน|จัดระบบงาน|.|ใช้โปรแกรมคอมพิวเตอร์|.|การสื่อสาร|ผู้ร่วมงานที่|หลากหลาย|.|สร้างสรรค์|กระตือรือล้น|ยืดหยุ่น|สูง|สูง|ดี|.|งานสูง|.|ชื่อสัตย์|.|วางแผนงานโครงการทั้งหมดที่|.|บริหารต้นทุนการก่อสร้าง|อยู่|งบประมาณที่ตั้งไว้|.|ตรวจสอบควบคุม|ความปลอดภัย|ประสาน|ชุมชนสัมพันธ์|.|ประเมินผลการ|งานของโครงการ|ปรับเปลี่ยนแผนงาน
1254	1	0.7822964768143433	0.2177035231856667	project|sale|engin|packag|machineri|งานขาย|งานบริการลูกค้า|งานพัฒนาธุรกิจ|งานบริหารการขาย|งานขาย|งานบริการลูกค้า|งานพัฒนาธุรกิจ|งาน|sale|engin|งานขาย|งานบริการลูกค้า|งานพัฒนาธุรกิจ|งานขาย	client|sale|project|partner|concept|implement|after-sales|support|machineri|equip|complex|process|system|manufactur|industri|sell|packag|machineri|project|sale|engin|packag|machineri|basic|thb|depend|establish|contact|exist|prospect|custom|food|homecar|person|care|market|segment|.|provid|leadership|motiv|team|sale|target|maxim|profit|busi|line|agre|budget|.|develop|sale|strateg|plan|success|implement|.|develop|strong|key|custom|.|support|busi|strategi|direct|busi|target|creat|long|term|competit|.|account|promot|product|execut|sale|custom|requir|expect|.|satisfactori|support|cooper|custom|regular|follow-up|identifi|solv|custom|s|concern|includ|provid|explain|technic|strateg|inform|product|bossar|martini|hiperbar|requir|nation|25-30|.|bachelor|s|degre|busi|field|3-5|sale|success|sell|packag|machineri|solut|project|usd|200k|sound|technic|sale|qualiti|machineri|industri|equip|packag|technolog|english|skill|requir|-|coordin|supplier|clarifi|technic|requir|.|Self-|motiv|learn|develop|technic|knowledg|independ|confid|send|english|word|format|photo|click|button|.|jac|intern|recruit|.|10F|emporium|tower|soi|road|klongton|klongtoey|tel|fax|chanida|cherri
1157	0	0.4551003380945826	0.5448996619054143	center|strateg|planner|ผู้ช่วยผู้จัดการฝ่าย่วาง	center|strateg|planner|provid|support|implement|oper|perform|.|depart|sale|depart|human|resourc|depart|busi|develop|market|vice|presid|consist|deliveri|strateg|plan|servic|organ|.|ensur|oper|maintain|improv|servic|.|select|chanc|show|express|initi|idea|contribut|strong|imag|organ|.|respons|communic|sale|account|manag|align|servic|.|gather|data|develop|well-informed|strateg|plan|.|plan|implement|strategi|collabor|oper|team|.|analyz|team|perform|review|oper|capabl|base|sla|.|collabor|organ|implement|strateg|plan|data|qualiti|oper|servic|.|qualif|extens|knowledg|practic|center|manag|digit|market|.|communic|english|.|analyt|skill|.|posit|innov|think|.|effect|pressur|.|custom|servic|field|.|click|appli|now|applic|candid|write|enclos|a|address|email|belowon|contact|Limited1|east|water|build|Vibhavadee-Rangsit|.|jompol|jatujak
1633	1	0.7891832047985515	0.21081679520145483	เจ้า	25-28|น้ำหนัก|สูง|ไม่เสริมจมูก|มีซิลิโคน|ร่างกาย|การศึกษา|ป|.|ตรี|วิทยาศาสตร์|เทคโนโลยีการการยาง|เคมี|ชีววิทยา|เรื่องสารเคมี|อุปกรณืที่ใช้|ห้อง|lab|เป็น|มี|ห้องปฏิบัติการเกี่ยว|ยางพารา|จะ|มีรถส่วนตัว|เดินทางมา|เอง|สะดวก|ร่างกายแข็งแรง|กลางคืน|เป็น|ทาง|ฯ|จะพิจารณาเฉพาะผู้|ที่มี|-|ห้อง|lab|วิเคราะห์|วัตถุดิบ|-|พัฒนาวิธีวิเคราะห์
129	1	0.824093838181961	0.17590616181802873	เจ้า	ทุกช่วง|การศึกษา|ปริญญาตรี|เดินทางไป|งาน|อยุธยา|ชลบุรี|ระยอง|โคราช|มีค่าเดินทาง|มีรถยนต์ส่วนตัวมีใบรับรอง|วิชาชีพ|-|จัดทำรายงานผลการดำเนินงานการของเจ้า|ความปลอดภัยชีวอนามัย|สภาพแวดล้อม|-|บริหาร|ดำเนินการ|ปฏิบัติ|กฏหมายความปลอดภัย|-|ดำเนินการฝึกอบรม|ความปลอดภัย|-|ตรวจสอบความปลอดภัยของงสถานที่|-|วิเคราะห์|ประเมินความเสี่ยง|ความปลอดภัย|ป้องกันอุบัติเหตุ|-|ที่
